2.640266393135947283e+02,1.915227947705410827e+02,1.868308684766325598e+02,2.567805589071604686e+02,3.769440775567700825e+02,3.192390645540280047e+02,3.731369447946624973e+02,5.492442125470438441e+02,4.356337267849909267e+02,1.777539546192365947e+02,2.190045225576064638e+02
4.044603837284111592e+02,3.016192192186477428e+02,3.591507635267398086e+02,2.996777954521080005e+02,3.132701756887516922e+02,3.515629479090752056e+02,2.259052107664670075e+02,2.316879425887901789e+02,6.969003148762192268e+02,8.352311375703540079e+02,4.859750663930539076e+02
4.286764486601547901e+02,6.441810562794016732e+02,8.114843279767951572e+02,4.167325610374131770e+02,4.620772107055283868e+02,5.740903262640104003e+02,4.960695624702503892e+02,2.587560547457045459e+02,2.127741476341564919e+02,2.400829929983003979e+02,2.804141445916824296e+02
7.370353320715338441e+01,5.271399387958068417e+01,6.762846025410802042e+01,1.034127910294671864e+02,1.724662330699970880e+02,1.600089244517479301e+02,1.428933129893595151e+02,1.416198065245049520e+02,1.215460183733767963e+02,1.743229468348779960e+02,1.168646017240005079e+02
5.797402478197805067e+02,1.495273064854012773e+03,1.504343973041153504e+03,6.957819315394068553e+02,4.492562317794323121e+02,3.465818271790784593e+02,2.779471387195887360e+02,3.435418875441180830e+02,2.239086483795005051e+02,3.540950607228159583e+02,5.766928987934757060e+02
2.006965470454414913e+02,2.051605951019000997e+02,2.381326319479491644e+02,2.381427931793988364e+02,1.924168977686215101e+02,3.029025398046713917e+02,5.246987568404271087e+02,4.691927445831817636e+02,3.330028243332722013e+02,3.402779635514384040e+02,3.171556498983824213e+02
1.866555407710491465e+02,2.527286765163916868e+02,4.346958564420431230e+02,4.606339833135888853e+02,2.683231552377195612e+02,3.726655329329137203e+02,4.354080119816059664e+02,2.811098412747421094e+02,2.134171338580736972e+02,1.793162147320822442e+02,1.638269518851629130e+02
6.628219733916219525e+01,3.887012225641429808e+01,7.707198106039145102e+01,7.113278625052048199e+01,1.286645247272909955e+02,3.346114786437706812e+02,3.077855679839136087e+02,5.758386087267859210e+01,5.699526248381616966e+01,1.595593649236054432e+02,2.162895668874763544e+02
4.840720873107319449e+02,5.615892220236080448e+02,2.647848548345084509e+02,2.771669992973114631e+02,4.870704441035232435e+02,6.644256254579383949e+02,4.686961363322918146e+02,2.649144106180772269e+02,3.555222258771684096e+02,6.163034023600886258e+02,9.684653724378764537e+02
5.164014478684122196e+02,5.075499634879292898e+02,8.667408438099409977e+02,6.847846676203413381e+02,3.265905280195662499e+02,4.921835386882660828e+02,3.497216510441696755e+02,3.520519793842855734e+02,2.688962325894426613e+02,2.369526883708465448e+02,3.884966748513556922e+02
1.921227913244507306e+02,2.777009057868368131e+02,3.725150877734312189e+02,3.183950610806326154e+02,1.802471198995203281e+02,1.755039652080603219e+02,2.912443341367314815e+02,3.726203198295520451e+02,2.737750730851385583e+02,2.854680925294229610e+02,2.767069633078598372e+02
1.047995930417800707e+02,1.660953503903863577e+02,2.263731864907725821e+02,2.137903080273464980e+02,3.707826388958959001e+02,1.869439402525147500e+02,1.356116754829612034e+02,1.891608705420830177e+02,7.520362820807255275e+02,1.303482399223945549e+03,1.079029617765834473e+03
3.222224985518628273e+02,6.232244838417742585e+02,5.887007199214588127e+02,5.877220784646536913e+02,8.793972059588896855e+02,1.170056923192953491e+03,1.087380687530575415e+03,5.964721857702012358e+02,6.907807833327209437e+02,8.923046610175912292e+02,8.625409755333354269e+02
4.351052869891850605e+02,2.263541823612982000e+02,3.254509456965216714e+02,4.152187983005144361e+02,2.605617323203885007e+02,2.392442299050402141e+02,3.230238425809279761e+02,4.237733213733831121e+02,3.809018315451633043e+02,4.210901727303000257e+02,4.863210108076494294e+02
1.877912708352229743e+02,1.955449642804404675e+02,1.925637100658493068e+02,3.448223523028842123e+02,3.255641725184561324e+02,3.013101927945823491e+02,5.600459689507043777e+02,9.268551863585578303e+02,2.207571282054194398e+03,1.382313926517864275e+03,5.403232236155678265e+02
2.228407947282792065e+02,1.664241324037922425e+02,1.660888094187748152e+02,3.800407026014715939e+02,1.833264958149514314e+03,1.788816624891530410e+03,5.073172070773522933e+02,4.814796093381738160e+02,3.413358752312636852e+02,3.457702201353374676e+02,5.768271587274074363e+02
7.436347974289124068e+02,3.625399449961337268e+02,4.935302068215090685e+02,9.983670611601289693e+02,9.948412353578892180e+02,5.172278277352672831e+02,1.531693854316186503e+02,1.165040467732429050e+02,2.106713552446067581e+02,2.627079889085308650e+02,9.788361470716151302e+01
1.519774016691489749e+02,1.259708236398879251e+02,1.158086201592179947e+02,1.192588604428206054e+02,1.360993338170309528e+02,1.386670960394141616e+02,2.309865655251261387e+02,5.725280172922858810e+02,7.560100693334157995e+02,5.054699249805282761e+02,2.858465892512795676e+02
7.010951215334320068e+02,2.283474906189595117e+02,2.258664910751293462e+02,4.174010891691144707e+02,3.161005573149634529e+02,1.860726304318637006e+02,4.572406171360717622e+02,4.819749703660051523e+02,7.053070186261821846e+02,9.590771792749831093e+02,8.053335233140282980e+02
2.247049131553738732e+02,1.418426086009289122e+02,2.016595204645145714e+02,2.910934612656816398e+02,3.687646938565754340e+02,2.260044748920063569e+02,1.572576926353871727e+02,1.796917870144731353e+02,2.641341805238922120e+02,3.029651849336269152e+02,2.133736208629077851e+02
