1.952677478432603948e+02,1.681013661833801223e+02,5.243258137684090059e+01,3.514678963557194891e+01,8.342521099142652474e+01,6.860157976023739934e+01,1.435623120349262081e+02,1.395035082961453270e+02,6.312376707861685077e+01,1.060236420500392569e+02,1.578829883437505543e+02
5.004265377949077731e+01,5.165302306073211014e+01,6.221305119699579933e+01,7.025527185659733220e+01,2.279448708460507333e+01,5.204304743461043614e+01,3.091898302530009346e+01,3.088888502096504141e+01,8.490731986942822118e+01,5.288058092238311758e+01,7.656195076121744592e+01
4.528663843314289039e+01,5.120470441823400165e+01,4.203250824131923480e+01,3.484778267291193288e+01,2.441490793488951283e+01,2.798718027989821522e+01,5.366606492331617062e+01,5.401676396775051359e+01,5.645217347307836064e+01,5.106166298152414385e+01,6.083616802226496389e+01
6.451109532594132645e+01,2.515092413997689391e+01,7.480229375923055102e+01,4.152607070869409966e+01,3.378148872192083019e+01,3.591830557941999302e+01,3.274948349948027726e+01,3.583589281776846036e+01,4.311100873451760407e+01,4.706366814556362499e+01,4.548192125240129258e+01
2.047500529160868723e+02,1.959416838250902515e+02,1.649773421048651869e+02,8.668008121516129449e+01,1.132673654163718595e+02,8.722574068024914595e+01,3.355669175539834725e+01,4.722899587346830685e+01,3.776235952645041039e+01,1.007506994264240916e+02,5.781683045127945064e+01
7.447500468701349519e+01,3.352775313458487716e+01,1.642812294728327416e+01,3.448123244969651324e+01,1.217085483778358146e+01,2.210658340478239481e+01,3.054905488385409384e+01,1.860595933554566628e+01,2.454411437718521682e+01,2.634482427532652338e+01,2.771119911992947493e+01
1.864632937687505176e+01,1.241050077283847486e+01,2.477968329226216682e+01,4.704601805756482236e+01,7.707757096870724922e+01,2.477654262161159338e+01,1.315433332312661285e+01,1.670152156088517970e+01,7.168273247533387860e+01,4.752865283163207977e+01,3.295492189221802448e+01
3.125008239351883432e+01,3.825104919145493199e+01,2.810867195163001142e+01,3.404836896275683955e+01,3.428165859190126952e+01,2.616030797102028060e+01,3.635322556443838238e+01,2.787354429040942350e+01,2.442990330965668022e+01,6.147233766317537373e+01,9.743754774974300403e+01
3.521059022454814169e+01,3.472230824337302835e+01,5.416425850085843763e+01,2.824408124273466569e+01,8.528773222190093861e+01,8.999233428531144341e+01,7.465283216517345011e+01,3.824166372087734089e+01,5.904198907312098754e+01,6.659426702540466181e+01,1.134584298266496916e+02
4.497904147724762680e+01,3.150980695305700863e+01,3.385258973278622108e+01,2.138616022096276126e+01,1.963104605955223292e+01,2.462153995732935385e+01,2.143138763080259679e+01,3.928701319732409303e+01,3.315947202215769352e+01,3.365816962535692625e+01,5.913881088352129467e+01
1.393314903643986042e+02,9.162267682325088458e+01,2.180646534920557755e+01,3.887501481237180201e+01,3.710522830340330813e+01,1.965339132647094189e+01,2.661084383999549985e+01,1.318588864547296957e+01,1.682530598856731530e+01,1.626629840420353545e+01,1.234898327790355665e+01
2.257861693226083588e+01,3.814784620126658155e+01,4.276413461071103228e+01,3.689030016455843253e+01,4.506303176412094302e+01,3.172794406125818156e+01,1.084318372479399173e+01,2.720827915320118251e+01,3.318587610362063600e+01,2.047767429744528656e+01,2.150317843032394549e+01
7.108224962141463266e+01,1.220114050792905118e+02,9.973027790456771413e+01,5.753973119738988373e+01,3.396935432842207092e+01,3.430676110067056328e+01,5.187185012767965731e+01,5.864112090079522233e+01,4.730291599819241810e+01,7.844631608631230790e+01,7.913029573113823290e+01
2.001297166649298163e+02,2.002281976002715567e+02,1.222199379545954230e+02,5.552620202818533812e+01,3.060633143258527866e+01,3.696085617296752446e+01,6.410717156955359997e+01,8.300470516968243828e+01,9.021956119227405679e+01,9.725013146552248600e+01,6.197380088760636596e+01
9.131003666167596577e+01,8.885709471436950935e+01,8.133664318408087013e+01,9.721549950069669421e+01,7.675106731969889040e+01,5.702519693934787171e+01,6.242574409085043641e+01,9.120737093050115618e+01,6.964022043272110807e+01,8.136643619029483432e+01,9.405562297349446510e+01
9.599270498008374375e+01,1.015879981950631787e+02,4.754973474298460445e+01,2.791147679585711217e+01,4.694329187431937811e+01,4.663703858152205584e+01,3.833111453262050361e+01,5.864633277246795018e+01,8.536625067509415032e+01,7.424608824604423774e+01,3.921195542468865369e+01
1.929219933718867992e+02,1.302276692859755656e+02,1.507686037028434214e+02,3.228921603154967102e+02,3.450756037986437263e+02,7.217071642472095050e+01,5.270066421648440524e+01,8.681233306891557788e+01,1.602082913856037862e+02,1.911201183808459518e+02,1.146443288923991446e+02
2.093799655712824972e+02,2.088550321977653255e+02,1.603178240967779686e+02,1.095460144951734662e+02,1.372717135078941624e+02,1.687301541176086346e+02,1.170787596528896444e+02,6.304771767307836683e+01,5.554714206099002638e+01,5.728246562230166461e+01,6.304981905284023469e+01
5.693556167878526963e+01,8.169691162579506738e+01,1.030917504701174892e+02,9.504175494023148474e+01,1.143848795330028167e+02,1.309810479158855969e+02,6.312584394279067368e+01,4.984234061066658228e+01,1.003384520635274271e+02,1.127068205687122600e+02,5.586772918455423564e+01
4.426807538902334471e+01,5.562885368848448309e+01,3.910306384638941779e+01,2.982573240129528003e+01,4.267890679603256388e+01,4.673983918454830189e+01,5.806690231625938026e+01,6.666444936663684473e+01,6.579908579104753130e+01,1.008051470876365130e+02,1.548255968726876404e+02
